N,X,Y
1498,302398,3226968
1499,301255,3225891
1500,302688,3227000
1501,302684,3227734
1502,302855,3227515
1503,330831,3231699
1504,362562,3251077
1505,360480,3249153
1506,349494,3250336
1507,338177,3239894
1508,318464,3257202
1509,337110,3258484
1510,360781,3252636
1511,360050,3257946
1512,320042,3262472
1513,351945,3258054
1514,328517,3267343
1515,345022,3265235
1516,320074,3268362
1517,311444,3256780
1518,341408,3211448
1519,349321,3222184
1520,345250,3217378
1521,346390,3229164
1522,355022,3238941
1523,283111,3357173
1524,232274,3356830
1525,277552,3361400
1526,283492,3364332
1527,268070,3361704
1528,251961,3361438
1529,239357,3361209
1530,267651,3368788
1531,271611,3370806
1532,281664,3370158
1533,262876,3371874
1534,245107,3372443
1535,244498,3377165
1536,277894,3378841
1537,270278,3383639
1538,263538,3380745
1539,399280,3350079
1540,400100,3351174
1541,407502,3371888
1542,403454,3360458
1543,424425,3378160
1544,419920,3377553
1545,455584,3387018
1546,447532,3385442
1547,456459,3388542
1548,457244,3391623
1549,411400,3384406
1550,429298,3391564
1551,456771,3393952
1552,436224,3395994
1553,445024,3394170
1554,435446,3399453
1555,405663,3397924
1556,417552,3401806
1557,427091,3382318
1558,434735,3385529
1559,440864,3385689
1560,441582,3387954
1561,439397,3389742
1562,438301,3389262
1563,437988,3249141
1564,431728,3253816
1565,425496,3261059
1566,421559,3267456
1567,438862,3261752
1568,415927,3267454
1569,429760,3265597
1570,442168,3267762
1571,442180,3252739
1572,443355,3272395
1573,398072,3274796
1574,423035,3273442
1575,441187,3273847
1576,436042,3281409
1577,433475,3280230
1578,437871,3280715
1579,445586,3279746
1580,398714,3287401
1581,417131,3282846
1582,409791,3279674
1583,403837,3289646
1584,442068,3284525
1585,409449,3290070
1586,403038,3269844
1587,404345,3274742
1588,408140,3275725
1589,410777,3271438
1590,435263,3278279
1591,435352,3275353
1592,437699,3279790
1593,398579,3279738
1594,398776,3283779
1595,441406,3290833
1596,421247,3292470
1597,432768,3291328
1598,444801,3291147
1599,436487,3279777
1600,435322,3280020
1601,467432,3278906
1602,472692,3280468
1603,479039,3282644
1604,478561,3284115
1605,478151,3284868
1606,477869,3285668
1607,478292,3285554
1608,455228,3280034
1609,462003,3284638
1610,468674,3288332
1611,473344,3288843
1612,475445,3292903
1613,461337,3292468
1614,470618,3297403
1615,466924,3297233
1616,454746,3298923
1617,473706,3302258
1618,469378,3302310
1619,471683,3301588
1620,467216,3301764
1621,468456,3304712
1622,464798,3303470
1623,467236,3305716
1624,468991,3305207
1625,468741,3306812
1626,469845,3306912
1627,469724,3305932
1628,471762,3305781
1629,473292,3304855
1630,466076,3307274
1631,469561,3308340
1632,467709,3307860
1633,470447,3309224
1634,468948,3307934
1635,469351,3307844
1636,463478,3307198
1637,452822,3305936
1638,468713,3309899
1639,453043,3314934
1640,451623,3293151
1641,452614,3312935
1642,455065,3315278
1643,447092,3315909
1644,464502,3312664
1645,438911,3323706
1646,451333,3330407
1647,452764,3330406
1648,438934,3329520
1649,463554,3337251
1650,458317,3346159
1651,444513,3317177
1652,444341,3319195
1653,447923,3317370
1654,441444,3319929
1655,442269,3320369
1656,449520,3319526
1657,452886,3318362
1658,450880,3324090
1659,450130,3326168
1660,456156,3322740
1661,455266,3328390
1662,455682,3329012
1663,448929,3329347
1664,449848,3329735
1665,450661,3328587
1666,453293,3328959
1667,454792,3330126
1668,455627,3329884
1669,454777,3330428
1670,444782,3322729
1671,447862,3323374
1672,444465,3326556
1673,441977,3329394
1674,442182,3333178
1675,469186,3311931
1676,470596,3311798
1677,471917,3309355
1678,463946,3320556
1679,465131,3339296
1680,458697,3332052
1681,460494,3333282
1682,465012,3335568
1683,462799,3335982
1684,461733,3340471
1685,462497,3342655
1686,462409,3346726
1687,461049,3345193
1688,457557,3330487
1689,459163,3330973
1690,464057,3327516
1691,323253,3312914
1692,317525,3312018
1693,316388,3315888
1694,322903,3317725
1695,327495,3317200
1696,325954,3335472
1697,315994,3322513
1698,321615,3335387
1699,302005,3335060
1700,325443,3340662
1701,287983,3336724
1702,291469,3343537
1703,326351,3345342
1704,320225,3341825
1705,306441,3347735
1706,310600,3347854
1707,309419,3352851
1708,309899,3353052
1709,314859,3352221
1710,326373,3352541
1711,322466,3353538
1712,327092,3355076
1713,310297,3353948
1714,312347,3354936
1715,326696,3357030
1716,309295,3355358
1717,304891,3357295
1718,295810,3353213
1719,293988,3360054
1720,318779,3358048
1721,296959,3363980
1722,307279,3363980
1723,272491,3291523
1724,275616,3296991
1725,260369,3306626
1726,250944,3333576
1727,264974,3325778
1728,241834,3326296
1729,252999,3335142
1730,248582,3354506
1731,250797,3335354
1732,243692,3354882
1733,247099,3335340
1734,362920,3311631
1735,352049,3317898
1736,360370,3317776
1737,371186,3321854
1738,358523,3324323
1739,380631,3333158
1740,386718,3333550
1741,371088,3328230
1742,364713,3329247
1743,372848,3323889
1744,384727,3329998
1745,382783,3325899
1746,375290,3322238
1747,372274,3319293
1748,367753,3318298
1749,-119312,3370281
1750,-118429,3369594
1751,-88345,3372045
1752,-114731,3372476
1753,-106334,3374350
1754,-106130,3377735
1755,-102422,3378498
1756,-100876,3379471
1757,-100395,3379962
1758,-105840,3378804
1759,-98177,3380376
1760,-97795,3380456
1761,-108058,3378836
1762,-97420,3380520
1763,-103398,3380569
1764,-96985,3380567
1765,-113105,3378834
1766,-98286,3380700
1767,-119810,3371636
1768,-97827,3380748
1769,-99670,3380772
1770,-97452,3380745
1771,-98260,3380969
1772,-102136,3379992
1773,-97901,3381026
1774,-97476,3381076
1775,-98305,3381092
1776,-97904,3381168
1777,-96916,3380957
1778,-97155,3381118
1779,-97489,3381205
1780,-96351,3381127
1781,-97285,3381258
1782,-96927,3381322
1783,-96684,3381332
1784,-99256,3379943
1785,-96213,3381397
1786,-98011,3381560
1787,-99116,3381439
1788,-97240,3381775
1789,-96981,3381735
1790,-100470,3381637
1791,-113793,3381539
1792,-95915,3381928
1793,-108390,3381527
1794,-103097,3382624
1795,-105820,3381700
1796,-110349,3381125
1797,-102191,3381812
1798,-102935,3382980
1799,-97983,3382356
1800,-99110,3382691
1801,-97626,3382577
1802,-97098,3382844
1803,-106116,3383020
1804,-96109,3383015
1805,-102878,3383596
1806,-101541,3383350
1807,-98757,3384002
1808,-100272,3383396
1809,-97779,3384378
1810,-97181,3384038
1811,-98687,3384716
1812,-97892,3384971
1813,-108482,3383535
1814,-97516,3385124
1815,-102510,3384743
1816,-95763,3384728
1817,-99354,3385505
1818,-103105,3386050
1819,-106306,3385029
1820,-100192,3386444
1821,-94911,3385022
1822,-98412,3386404
1823,-96798,3386832
1824,-98202,3386917
1825,-97581,3387069
1826,-100447,3387369
1827,-95143,3387998
1828,-96128,3387774
1829,-97119,3388178
1830,-98273,3388452
1831,-99244,3387932
1832,-95568,3388478
1833,-101011,3388634
1834,-106912,3387579
1835,-96556,3389432
1836,-98041,3388980
1837,-93267,3389336
1838,-99568,3389414
1839,-100888,3389630
1840,-103531,3388424
1841,-92215,3390461
1842,-96179,3390866
1843,-98125,3390638
1844,-94146,3381882
1845,-99736,3390642
1846,-101251,3391065
1847,-95116,3391007
1848,-99922,3391773
1849,-93129,3391866
1850,-104066,3391410
1851,-103864,3392371
1852,-96812,3393699
1853,-101115,3393786
1854,-102177,3393218
1855,-104722,3394096
1856,-106888,3394564
1857,-95217,3393069
1858,-113333,3389559
1859,-107103,3392114
1860,-94510,3395208
1861,-110979,3396007
1862,-102292,3397171
1863,-98087,3396833
1864,-114503,3396944
1865,-104975,3397244
1866,-107785,3401986
1867,-101383,3404140
1868,-106465,3411423
1869,-94455,3444406
1870,-110335,3436614
1871,-120363,3422766
1872,-65570,3375614
1873,-84890,3376868
1874,-60865,3378336
1875,-85768,3377934
1876,-84743,3390103
1877,-85418,3392975
1878,-82798,3390765
1879,-82578,3388311
1880,-85108,3400155
1881,-78396,3400829
1882,-72444,3400613
1883,-79017,3403099
1884,-79307,3403446
1885,-72890,3402989
1886,-80139,3405744
1887,-82477,3406037
1888,-94445,3406655
1889,-71298,3403864
1890,-81653,3409430
1891,-88734,3408426
1892,-78027,3408810
1893,-81420,3419866
1894,-88796,3417596
1895,-74837,3421004
1896,-84735,3434868
1897,-93337,3433585
1898,-97204,3421298
1899,-65436,3437130
1900,-77463,3436584
1901,-88405,3441219
1902,-59996,3423671
1903,-67167,3412064
1904,-61920,3395234
1905,-60880,3380618
1906,-83762,3404018
1907,-89791,3403446
1908,-92126,3404580
1909,-92729,3401975
1910,-80554,3403629
1911,-79878,3403536
1912,-79878,3402763
1913,-81028,3401259
1914,-85415,3396993
1915,-85433,3394850
1916,-80833,3398940
1917,-82432,3399743
1918,-77929,3402694
1919,-76632,3400152
1920,-72316,3397709
1921,-69338,3380983
1922,-70267,3377993
1923,-77331,3377507
1924,-95340,3374716
1925,-93835,3374803
1926,-88113,3400340
1927,-91156,3400239
1928,-20979,3373858
1929,-26405,3374304
1930,-20116,3375414
1931,-32147,3375259
1932,-38971,3376940
1933,-38802,3377035
1934,-28008,3376308
1935,-53159,3378150
1936,-38096,3378499
1937,-38117,3380320
1938,-40040,3380725
1939,-43453,3380320
1940,-34757,3380411
1941,-18941,3382419
1942,-34124,3383618
1943,-29232,3384412
1944,-39891,3382836
1945,-21204,3384659
1946,-31369,3382815
1947,-30562,3385805
1948,-28226,3388626
1949,-25012,3387786
1950,-47379,3383221
1951,-51876,3411484
1952,-32417,3411228
1953,-35607,3410974
1954,-40929,3412784
1955,-32129,3415660
1956,-35236,3415024
1957,-30812,3418153
1958,-34105,3418114
1959,-27962,3422576
1960,-49369,3414485
1961,-18268,3415661
1962,-22548,3419862
1963,-36751,3425179
1964,-45650,3435267
1965,-22446,3389054
1966,-25793,3391068
1967,-29075,3390733
1968,-20160,3396620
1969,-25976,3397596
1970,-42326,3378476
1971,-40304,3378662
1972,-38461,3376023
1973,-36635,3375708
1974,7706,3365132
1975,-3654,3370577
1976,9737,3364072
1977,-16213,3373118
1978,18584,3360845
1979,-13532,3373290
1980,-3398,3375240
1981,8318,3378565
1982,4642,3384038
1983,7893,3385766
1984,28489,3402537
1985,18643,3392260
1986,10351,3408655
1987,-15680,3411313
1988,-16213,3413134
1989,-9226,3388888
1990,8132,3409662
1991,-2851,3418710
1992,8512,3413541
1993,11164,3411076
1994,12318,3437308
1995,7228,3438324
1996,-10014,3414257
1997,-11790,3440844
1998,26586,3407541
1999,26674,3409217
2000,55507,3410578
2001,54450,3410940
2002,29650,3408153
2003,51575,3412039
2004,51001,3411707
2005,27617,3409509
2006,52342,3414879
2007,51447,3415019
2008,38386,3417834
2009,51254,3416926
2010,34973,3415227
2011,52515,3416522
2012,25179,3427487
2013,58851,3437047
2014,55249,3437434
2015,34100,3435694
2016,23774,3437882
2017,20021,3438167
2018,31933,3376530
2019,31109,3377384
2020,37102,3382176
2021,68763,3392798
2022,52917,3386670
2023,50713,3400162
2024,47147,3397208
2025,40613,3411253
2026,64804,3413384
2027,61266,3412133
2028,58440,3413613
2029,66562,3413145
2030,39438,3413930
2031,39083,3413902
2032,40294,3414286
2033,40223,3415036
2034,39826,3414841
2035,38928,3414624
2036,66204,3414683
2037,69618,3419097
2038,68568,3419006
2039,65876,3415744
2040,65102,3414946
2041,59404,3414406
2042,74702,3321298
2043,57385,3342141
2044,57082,3335080
2045,61109,3342439
2046,58478,3343586
2047,56445,3343840
2048,54148,3344372
2049,51899,3344610
2050,50885,3345234
2051,57155,3345543
2052,56584,3345235
2053,55192,3345737
2054,53218,3345801
2055,51491,3346179
2056,49379,3346278
2057,56564,3346676
2058,57123,3346657
2059,55005,3346872
2060,53235,3346851
2061,51566,3346957
2062,42451,3345987
2063,49119,3347049
2064,51803,3347631
2065,37528,3348096
2066,52385,3348685
2067,51684,3348328
2068,46180,3347945
2069,50696,3348600
2070,44806,3348892
2071,49613,3348194
2072,48045,3348338
2073,46799,3348630
2074,40887,3346170
2075,45789,3348651
2076,41782,3348552
2077,49066,3349178
2078,45301,3349306
2079,48162,3349380
2080,48792,3349710
2081,36438,3348880
2082,53319,3348266
2083,37918,3349262
2084,53027,3349750
2085,51795,3349590
2086,50296,3349777
2087,34440,3350314
2088,33724,3350620
2089,35805,3350087
2090,55360,3349562
2091,35015,3351114
2092,55877,3352688
2093,53341,3352702
2094,51172,3351935
2095,31538,3352572
2096,58252,3349928
2097,49173,3353176
2098,55062,3355868
2099,26349,3355794
2100,54809,3358761
2101,42385,3343397
2102,19586,3360042
2103,34402,3353639
2104,33227,3361571
2105,64940,3360361
2106,61117,3357274
2107,38853,3363230
2108,25153,3361134
2109,52205,3360132
2110,56376,3363669
2111,66985,3365084
2112,65259,3355660
2113,26161,3369846
2114,54134,3371481
2115,55240,3375993
2116,50013,3376675
2117,49293,3376472
2118,47357,3372047
2119,76079,3380089
2120,78754,3386728
2121,73054,3381332
2122,85141,3298818
2123,83673,3305886
2124,75505,3295904
2125,81324,3309728
2126,76969,3327010
2127,79818,3316612
2128,87029,3304702
2129,93345,3337695
2130,99816,3341863
2131,95700,3346687
2132,92508,3343930
2133,95822,3352910
2134,98092,3363244
2135,111677,3373209
2136,103779,3368468
2137,88589,3369110
2138,109128,3376025
2139,88927,3377460
2140,98916,3380358
2141,82543,3386780
2142,82201,3388877
2143,110236,3377805
2144,112191,3377868
2145,118214,3392278
2146,104909,3390430
2147,100500,3389064
2148,123062,3394385
2149,118054,3394070
2150,124723,3403586
2151,120381,3403110
2152,101723,3403605
2153,96952,3402775
2154,109509,3404567
2155,82977,3397107
2156,89829,3393042
2157,77855,3404052
2158,81478,3408862
2159,95934,3411711
2160,95256,3412005
2161,93837,3411730
2162,92173,3412860
2163,77275,3412189
2164,96195,3413093
2165,82101,3415482
2166,104028,3414060
2167,79914,3416131
2168,78154,3426450
2169,94461,3414981
2170,100152,3430385
2171,71676,3431898
2172,68571,3433006
2173,113301,3424208
2174,67650,3433511
2175,103132,3435060
2176,84045,3434472
2177,70279,3434346
2178,68200,3434900
2179,172404,3377252
2180,155060,3374818
2181,149881,3377289
2182,141107,3386993
2183,156589,3388550
2184,146903,3389336
2185,153504,3388254
2186,161816,3388066
2187,145068,3389964
2188,170346,3389737
2189,137911,3391494
2190,140277,3388633
2191,173001,3392334
2192,173042,3394071
2193,160978,3393144
2194,154807,3400058
2195,135995,3400034
2196,131483,3401792
2197,154676,3390867
2198,132071,3403454
2199,139482,3328536
2200,140340,3361974
2201,122286,3365344
2202,110761,3349960
2203,141421,3369785
2204,124643,3376215
2205,124150,3385494
2206,94626,3290330
2207,92641,3292700
2208,93897,3292960
2209,114000,3294201
2210,109379,3293868
2211,123599,3295527
2212,96843,3294977
2213,123928,3295621
2214,124891,3287360
2215,135995,3301259
2216,111482,3295824
2217,137333,3301680
2218,125193,3297414
2219,151386,3302017
2220,144705,3307017
2221,145458,3307386
2222,146189,3307546
2223,177742,3315735
2224,163633,3322199
2225,146993,3309057
2226,118767,3317212
2227,113750,3313635
2228,162127,3323952
2229,172008,3327202
2230,173331,3325968
2231,194467,3344698
2232,190785,3340897
2233,176222,3342326
2234,182525,3343340
2235,190353,3346184
2236,187918,3347624
2237,182271,3348974
2238,182080,3346748
2239,177553,3345835
2240,199235,3353072
2241,189664,3350338
2242,178653,3353570
2243,184446,3355456
2244,172700,3357195
2245,174551,3356054
2246,173109,3345058
2247,187134,3357919
2248,181044,3358375
2249,180833,3360156
2250,184232,3361785
2251,192361,3359853
2252,176683,3359392
2253,184862,3365722
2254,151308,3362477
2255,185795,3366436
2256,184708,3368152
2257,186863,3367978
2258,184652,3368411
2259,183181,3366980
2260,181202,3367928
2261,182572,3369281
2262,178527,3369404
2263,196964,3366611
2264,188604,3369509
2265,184768,3369713
2266,184712,3371251
2267,184607,3371479
2268,183837,3370442
2269,187172,3370203
2270,185754,3371017
2271,189294,3371369
2272,187417,3371874
2273,180530,3370848
2274,182784,3371991
2275,184550,3372107
2276,172154,3363723
2277,185367,3372323
2278,183377,3372328
2279,187335,3372699
2280,179882,3372914
2281,178999,3373032
2282,185046,3373642
2283,189160,3372959
2284,178124,3373674
2285,192561,3373036
2286,184440,3373760
2287,183501,3373780
2288,185769,3373868
2289,180136,3374247
2290,187602,3374252
2291,184848,3375366
2292,174818,3373807
2293,189120,3375231
2294,188881,3376134
2295,203344,3372837
2296,178130,3375890
2297,195331,3375128
2298,181080,3376424
2299,183334,3375572
2300,198157,3376575
2301,175716,3375456
2302,184186,3376964
2303,192267,3375889
2304,178242,3376993
2305,190193,3376246
2306,187849,3376832
2307,186056,3375999
2308,189781,3378286
2309,179653,3377372
2310,206043,3379053
2311,212482,3380813
2312,178270,3379620
